POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,4,Jim Rathmann,Watson Offenhauser,200,3:36:11.360,8
2,1,Rodger Ward,Watson Offenhauser,200,+12.749s,6
3,99,Paul Goldsmith,Epperly Offenhauser,200,,4
4,7,Don Branson,Phillips Offenhauser,200,+0 lap,3
5,3,Johnny Thomson,Lesovsky Offenhauser,200,+0 lap,2
6,22,Eddie Johnson,Trevis Offenhauser,200,+0 lap,1
7,98,Lloyd Ruby,Watson Offenhauser,200,+0 lap,0
8,44,Bob Veith,Meskowski Offenhauser,200,+0 lap,0
9,18,Bud Tingelstad,Trevis Offenhauser,200,+0 lap,0
10,38,Bob Christie,Kurtis Kraft Offenhauser,200,+0 lap,0
11,27,Red Amick,Epperly Offenhauser,200,+0 lap,0
12,17,Duane Carter,Kuzma Offenhauser,200,+0 lap,0
13,39,Bill Homeier,Kuzma Offenhauser,200,+0 lap,0
14,48,Gene Hartley,Kurtis Kraft Offenhauser,196,+4 laps,0
15,65,Chuck Stevenson,Watson Offenhauser,196,+4 laps,0
16,14,Bobby Grim,Meskowski Offenhauser,194,+6 laps,0
17,26,Shorty Templeman,Kurtis Kraft Offenhauser,191,+9 laps,0
18,56,Jim Hurtubise,Christensen Offenhauser,185,DNF,0
19,10,Jimmy Bryan,Epperly Offenhauser,152,DNF,0
20,28,Troy Ruttman,Watson Offenhauser,134,DNF,0
21,6,Eddie Sachs,Ewing Offenhauser,132,DNF,0
22,73,Don Freeland,Kurtis Kraft Offenhauser,129,DNF,0
23,2,Tony Bettenhausen,Watson Offenhauser,125,DNF,0
24,32,Wayne Weiler,Epperly Offenhauser,103,DNF,0
25,5,Anthony Joseph Foyt,Kurtis Kraft Offenhauser,90,DNF,0
26,46,Eddie Russo,Kurtis Kraft Offenhauser,84,DNF,0
27,8,Johnny Boyd,Epperly Offenhauser,77,DNF,0
28,37,Gene Force,Kurtis Kraft Offenhauser,74,DNF,0
29,16,Jim McWithey,Epperly Offenhauser,60,DNF,0
30,9,Len Sutton,Watson Offenhauser,47,DNF,0
31,97,Dick Rathmann,Watson Offenhauser,42,DNF,0
32,76,Al Herman,Ewing Offenhauser,34,DNF,0
33,23,Dempsey Wilson,Kurtis Kraft Offenhauser,11,DNF,0
