POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,44,Lewis Hamilton,Mercedes,53,1:27:17.062,25
2,77,Valtteri Bottas,Mercedes,53,+12.919s,18
3,33,Max Verstappen,Red Bull Racing TAG Heuer,53,+14.295s,15
4,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,53,+19.495s,12
5,7,Kimi Räikkönen,Ferrari,53,+50.998s,10
6,5,Sebastian Vettel,Ferrari,53,+69.873s,8
7,11,Sergio Perez,Force India Mercedes,53,+79.379s,6
8,8,Romain Grosjean,Haas Ferrari,53,+87.198s,4
9,31,Esteban Ocon,Force India Mercedes,53,+88.055s,2
10,55,Carlos Sainz,Renault,52,+1 lap,1
11,10,Pierre Gasly,Scuderia Toro Rosso Honda,52,+1 lap,0
12,9,Marcus Ericsson,Sauber Ferrari,52,+1 lap,0
13,28,Brendon Hartley,Scuderia Toro Rosso Honda,52,+1 lap,0
14,14,Fernando Alonso,McLaren Renault,52,+1 lap,0
15,2,Stoffel Vandoorne,McLaren Renault,52,+1 lap,0
16,35,Sergey Sirotkin,Williams Mercedes,52,+1 lap,0
17,18,Lance Stroll,Williams Mercedes,52,+1 lap,0
NC,16,Charles Leclerc,Sauber Ferrari,38,DNF,0
NC,27,Nico Hulkenberg,Renault,37,DNF,0
NC,20,Kevin Magnussen,Haas Ferrari,8,DNF,0
