POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,5,Damon Hill,Williams Renault,52,1:32:33.791,10
2,1,Michael Schumacher,Ferrari,52,+1.883s,6
3,7,Mika Hakkinen,McLaren Mercedes,52,+3.212s,4
4,4,Gerhard Berger,Benetton Renault,52,+26.526s,3
5,12,Martin Brundle,Jordan Peugeot,52,+67.120s,2
6,15,Heinz-Harald Frentzen,Sauber Ford,52,+81.186s,1
7,9,Olivier Panis,Ligier Mugen Honda,52,+84.510s,0
8,8,David Coulthard,McLaren Mercedes,52,+85.233s,0
9,11,Rubens Barrichello,Jordan Peugeot,52,+101.065s,0
10,14,Johnny Herbert,Sauber Ford,52,+101.799s,0
11,17,Jos Verstappen,Footwork Hart,51,+1 lap,0
12,20,Pedro Lamy,Minardi Ford,50,+2 laps,0
13,16,Ricardo Rosset,Footwork Hart,50,+2 laps,0
NC,2,Eddie Irvine,Ferrari,39,DNF,0
NC,18,Ukyo Katayama,Tyrrell Yamaha,37,DNF,0
NC,6,Jacques Villeneuve,Williams Renault,36,DNF,0
NC,19,Mika Salo,Tyrrell Yamaha,20,DNF,0
NC,10,Pedro Diniz,Ligier Mugen Honda,13,DNF,0
NC,3,Jean Alesi,Benetton Renault,0,DNF,0
